tid,name,usage_count,follower_count,canonical_term,match_type,confidence,final_disposition,canonical_tid
221084,Road Salt Reduction,1,0,,,,delete,
221181,Veterans Mental Health Awareness,2,1,Health Care,keyword_match,medium,merge_to_canonical,7166.0
221260,Memorial Day 2025,2,0,,,,delete,
221263,Diabetes (9469,0,0,,,,delete,
221264,BMI,3,0,,,,delete,
221265,S634B,1,0,,,,delete,
221266,Mexican Heritage,1,0,,,,delete,
221321,Clean Fuel Standard,1,0,,,,delete,
221322,EV Vehicles,1,0,,,,delete,
221326,Community Services for Veterans,1,0,Veterans,keyword_match,medium,merge_to_canonical,7691.0
221350,Veterans; Tax Relief,1,0,Veterans,semicolon_first_term_seed,high,merge_to_canonical,7691.0
221363,Harlem History,3,0,,,,delete,
221391,Dairy Farms; Farmers; Agriculture,1,1,,,,delete,
221402,child safety seat inspection,1,0,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
221410,2025 Veterans Hall of Fame,1,2,Veterans,keyword_match,medium,merge_to_canonical,7691.0
221411,2025 Veterans Hall of Fame,1,2,Veterans,keyword_match,medium,merge_to_canonical,7691.0
221487,Jewish American Heritage Month,3,0,,,,delete,
221491,Bottle,1,0,,,,delete,
221492,redemption centers,1,1,,,,delete,
221506,U.S. Marine Corps Veteran,1,0,,,,delete,
221507,Paws of War,1,0,,,,delete,
221508,West Babylon,1,0,,,,delete,
221519,2025 Woman of Distinction,4,2,,,,delete,
221524,Extreme Weather,2,0,,,,delete,
221528,Severe Storms,1,0,,,,delete,
221529,Storm Damage,1,0,,,,delete,
221544,Fare Evasion,2,0,,,,delete,
221739,Veterans Advisory Council,3,0,Veterans,keyword_match,medium,merge_to_canonical,7691.0
221742,School Security Guards,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
221743,Security Guard Training,1,0,,,,delete,
221752,Property Tax Equalization Rates,1,0,Taxes,keyword_match,medium,merge_to_canonical,7626.0
221753,Farmingdale and Amityville School Districts,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
221754,Nassau and Suffolk Counties,3,0,,,,delete,
221755,asian,0,0,,,,delete,
221769,Cardiac Emergency Response Plan,1,0,,,,delete,
221770,Desha's Law,1,0,,,,delete,
221772,Wilton NY,2,0,,,,delete,
221773,2025 Senate Session,2,6,,,,delete,
221774,2025 Legislation,2,6,,,,delete,
221781,AANHPI,3,1,,,,delete,
221782,AANHPI Curriculum,1,1,,,,delete,
221786,District 50,45,0,,,,delete,
221788,Child Social Media Influencers,1,0,Technology Policy,keyword_match,medium,merge_to_canonical,
221789,Minors,2,0,,,,delete,
221791,Summer Activities Guide,1,1,,,,delete,
221795,Fiscal Crisis,1,0,,,,delete,
221797,Birthright citizenship,1,2,,,,delete,
221798,constitutional protections,2,0,,,,delete,
221799,Supreme Court Ruling,2,1,Judiciary,keyword_match,medium,merge_to_canonical,7271.0
221800,Teatown Lake Reservation,1,0,,,,delete,
221801,FY2025-2026 State Budget,3,0,Budget,keyword_match,medium,merge_to_canonical,6786.0
221802,Library Aid,1,0,Libraries,keyword_match,medium,merge_to_canonical,8131.0
221803,Community learning,1,0,,,,delete,
221806,New York State Senate Summer Reading Program,5,0,,,,delete,
221807,Summer Slide,1,0,,,,delete,
221808,School Aged Children,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
221809,Certificate of Achievement,1,0,,,,delete,
221810,Big Beautiful Bill,3,1,,,,delete,
221816,Veterans Recognition Program,1,0,Veterans,keyword_match,medium,merge_to_canonical,7691.0
221870,Warsaw,1,0,,,,delete,
221871,State-Native American Relations,1,0,,,,delete,
221872,Document Shredding,2,0,,,,delete,
221874,Veteran Recognition,2,0,,,,delete,
221875,cultrual afiars,0,0,,,,delete,
221876,Arts ed,1,0,Arts & Culture,keyword_match,medium,merge_to_canonical,80871.0
221877,2025-2026 Budget,2,7,Budget,keyword_match,medium,merge_to_canonical,6786.0
221878,El barrio,0,0,,,,delete,
221879,Puerto Rican culture,2,0,,,,delete,
221880,Summer and Pools,1,0,,,,delete,
221881,Bronx Zoo,1,0,,,,delete,
221882,NYS wine and grape industry,2,0,,,,delete,
221883,Law Enforcement Agency Funding,1,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
221884,Big Ugly Bill,1,0,,,,delete,
221885,Congresswoman Meng,1,0,,,,delete,
221887,OTDA; SNAP,1,2,,,,delete,
221888,Clifton,0,0,,,,delete,
221891,Cyber Hacks on Governments,0,0,,,,delete,
221892,network safety,1,0,,,,delete,
221893,Cyber Attacks on Governments,1,0,,,,delete,
221896,North Babylon,1,0,,,,delete,
221897,Backpack and School Supply Distribution,6,2,Education,keyword_match,medium,merge_to_canonical,7001.0
221899,Cheektowaga Town Park Jazz Fest,1,0,,,,delete,
221901,Community Blood Drive,4,0,,,,delete,
221904,Seal of Civic Readiness,1,0,,,,delete,
221905,engineering,1,0,,,,delete,
221906,Vision Screening,2,0,,,,delete,
221907,Tzu Chi Foundation,2,0,,,,delete,
221908,legionnaire's Disease,1,0,,,,delete,
221968,Emergency First Responders,5,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
221969,Energy Capacity,1,1,Energy,keyword_match,medium,merge_to_canonical,7026.0
221970,National Volunteer Firefighters Recognition Day,1,2,First Responders,keyword_match,medium,merge_to_canonical,8930.0
221971,Community Barbecue,2,0,,,,delete,
221972,Wheatly Heights,1,0,,,,delete,
221985,Pinwheels for Peace,1,0,,,,delete,
221986,Cashless Ban,1,0,,,,delete,
221987,Energy costs; PSC,4,1,Energy,semicolon_first_term_keyword,medium,merge_to_canonical,7026.0
221990,Wildlife Management,1,2,,,,delete,
221993,Energy costs;  2025 Draft Energy Plan; Public Input,2,0,Energy,semicolon_first_term_keyword,medium,merge_to_canonical,7026.0
221998,S6865,1,0,,,,delete,
221999,A8386,1,0,,,,delete,
222000,We Need A Plan Not A Ban,4,1,,,,delete,
222060,Utility Rates,3,2,Utilities,keyword_match,medium,merge_to_canonical,7686.0
222061,Peekskill Fire Department,1,0,,,,delete,
222066,September 11th Terrorist Attacks,4,0,,,,delete,
222067,Police Accidental Disability Retirement Benefits,2,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
222068,Ground Zero Related Illnesses,2,0,,,,delete,
222069,September 11th Responders,2,0,,,,delete,
222070,Bridge Renaming,2,0,,,,delete,
222071,veterans iss,0,0,Veterans,keyword_match,medium,merge_to_canonical,7691.0
222075,Treatment Expansion,1,0,,,,delete,
222100,MACNY,1,0,,,,delete,
222105,Syracuse Officer Michael E. Jensen,1,0,,,,delete,
222106,Medical Aid in Dying Act,6,3,,,,delete,
222108,Jake Arcara,1,0,,,,delete,
222109,Children's Village,1,0,Children,keyword_match,medium,merge_to_canonical,6816.0
222110,John F. McArdle,1,0,,,,delete,
222111,Route 301 Designation,1,0,,,,delete,
222112,Ground Zero,1,0,,,,delete,
222113,University Housing,2,0,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
222114,Bill Signing,4,0,,,,delete,
222115,Animal Abuse; Animal care; Companion Animals; Registry,2,6,Animal Welfare,semicolon_first_term_keyword,medium,merge_to_canonical,9462.0
222120,Optics and Photonics,1,0,,,,delete,
222153,Route 133,1,0,,,,delete,
222154,Critical Repaving Projects,1,0,,,,delete,
222155,Hadley NY,1,0,,,,delete,
222162,PROTECT Act,3,2,,,,delete,
222163,Small Business;,1,0,Small Business,semicolon_first_term_seed,high,merge_to_canonical,7561.0
222166,Sergeant James S. Hayes Memorial Highway,1,0,Transportation,keyword_match,medium,merge_to_canonical,7656.0
222167,SPCA Westchester,1,0,,,,delete,
222172,NESE Pipeline,2,1,,,,delete,
222173,Energy Reliability,2,1,Energy,keyword_match,medium,merge_to_canonical,7026.0
222176,Internet technology,1,1,Technology Policy,keyword_match,medium,merge_to_canonical,
222227,Hospital Care,4,0,Health Care,keyword_match,medium,merge_to_canonical,7166.0
222231,Safe Halloween,3,0,,,,delete,
222240,Firefighters and First Responders,2,1,First Responders,keyword_match,medium,merge_to_canonical,8930.0
222248,and Community  Development,1,1,,,,delete,
222249,Petrisino Association,1,0,,,,delete,
222250,IAMPAC,1,0,,,,delete,
222251,State budget; government spending; deficits,1,0,Budget,semicolon_first_term_seed,high,merge_to_canonical,6786.0
222259,Red Light Cameras,1,0,,,,delete,
222262,Putnam SPCA,1,0,,,,delete,
222263,Anti-Hunger Programs,2,3,Nutrition,keyword_match,medium,merge_to_canonical,7411.0
222264,farming; agriculture,1,0,Agriculture,semicolon_first_term_keyword,medium,merge_to_canonical,6716.0
222311,Volunteer First Responders,4,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
222312,volunteer emergency services members,3,0,,,,delete,
222313,Golden Trumpet Award,3,0,,,,delete,
222314,Adirondack Forest Preserve,1,2,,,,delete,
222347,winter sports,1,0,,,,delete,
222348,Food Allergens,1,0,,,,delete,
222354,Manlius,2,0,,,,delete,
222355,Onondaga County,23,0,,,,delete,
222356,Fare Share Act,1,0,,,,delete,
222357,Wealthiest,1,1,,,,delete,
222358,Working people,1,1,,,,delete,
222359,Equine Therapy,1,1,,,,delete,
222360,Veterans Care,2,0,Veterans,keyword_match,medium,merge_to_canonical,7691.0
222363,Economic Development (6996,1,0,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
222364,Check Presentation; Support for Local Organizations; Bronx House,1,0,,,,delete,
222365,Federal Reconciliation Bill; Budget Cuts; Medicaid Cuts,1,1,,,,delete,
222366,Seniors; Community Event; Senior Health Fair,1,0,Seniors,semicolon_first_term_seed,high,merge_to_canonical,7546.0
222367,Public Safety; Williamsbridge Oval Park,1,0,Public Safety,semicolon_first_term_seed,high,merge_to_canonical,8316.0
222369,Check Presentation; Support for Local Organizations; West Bronx Housing and Neighborhood Resource Center,1,0,,,,delete,
222370,Immigration; Funding; Support for Local Organizations; NMIC,1,2,Immigration,semicolon_first_term_seed,high,merge_to_canonical,7221.0
222371,Funding; Support for Local Organizations; POTS,1,0,,,,delete,
222372,Funding; Support for Local Organizations; RNH,1,0,,,,delete,
222373,Funding; Support for Local Organizations; KRVC,1,0,,,,delete,
222374,Funding; Support for Local Organizations; Maternal Health; The Bronx Health Link,1,0,,,,delete,
222375,Economic Development; Kingsbridge Armory,1,0,Economic Development,semicolon_first_term_seed,high,merge_to_canonical,6996.0
222376,Elections; New York City; Zohran Mamdani,1,0,Elections,semicolon_first_term_seed,high,merge_to_canonical,7011.0
222377,Protecting Small Businesses,1,0,Small Business,keyword_match,medium,merge_to_canonical,7561.0
222378,Protecting Jobs,1,0,Jobs & Employment,keyword_match,medium,merge_to_canonical,7261.0
222380,north syracuse,1,0,,,,delete,
222383,naturalization ceremony,2,0,,,,delete,
222384,Police Radios,1,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
222419,small business; local economies,1,1,Small Business,semicolon_first_term_seed,high,merge_to_canonical,7561.0
222420,Southern Tier robotics; STEM education,1,0,,,,delete,
222421,License Plate Fraud,2,0,Transportation,keyword_match,medium,merge_to_canonical,7656.0
222422,Town of Geddes,1,0,,,,delete,
222423,Street Sweeper,1,0,,,,delete,
222424,rochester city school,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
222425,dolly parton,1,0,,,,delete,
222431,State Budget; transparency and accountability,1,0,Budget,semicolon_first_term_seed,high,merge_to_canonical,6786.0
222432,2026 Legislative Session,92,12,,,,delete,
222446,Christmas tree menorah and kinara lighting ceremony,2,0,,,,delete,
222451,In the Line of Duty Death,3,0,,,,delete,
222452,Fire and Ambulance Volunteer Property Taxes,1,0,Taxes,keyword_match,medium,merge_to_canonical,7626.0
222507,100-foot rule,1,3,,,,delete,
222520,Katonah,2,0,,,,delete,
222521,Wreaths Across America,1,0,,,,delete,
222527,Soldiers,1,0,,,,delete,
222602,City of Oswego,1,0,,,,delete,
222603,Roadway Safety Improvement Funding,1,0,,,,delete,
222604,Christmas 2025,1,0,,,,delete,
222606,Assembly Member Lavine,1,0,,,,delete,
222607,NY Public Schools,2,2,Education,keyword_match,medium,merge_to_canonical,7001.0
222608,NYC Chancellor,1,0,,,,delete,
222900,Surviving Spouses,2,0,,,,delete,
222901,National Law Enforcement Appreciation Day,2,0,First Responders,keyword_match,medium,merge_to_canonical,8930.0
222908,Hauppauge,1,0,,,,delete,
222909,Drugged Driving,1,0,,,,delete,
222928,Oneida High School,0,0,Education,keyword_match,medium,merge_to_canonical,7001.0
222930,Veterans; Cell Phones For Soldiers; Military; Military Families,1,0,Veterans,semicolon_first_term_seed,high,merge_to_canonical,7691.0
222931,Save New York legislative agenda,3,1,,,,delete,
222947,#StateOfDistrict #2026Plans #District10,1,4,,,,delete,
222948,#FathersDay #FatherFest #FamilyFunDay,1,3,,,,delete,
222951,#CaribbeanCulture #Carnival #FamilyFunDay #Beach #Vendor #Community #Culture,1,2,,,,delete,
222962,2026 State of the State,13,4,,,,delete,
222963,Immigration Community,1,3,Immigration,keyword_match,medium,merge_to_canonical,7221.0
222964,Saturday office hours,3,1,,,,delete,
223022,#AfricanAmerican #Africa #Culture #Food #Experience #Caucus #Fashion #TasteOfAfrica,1,6,,,,delete,
223030,prison reuse,1,0,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
223046,self employed,1,0,,,,delete,
223064,2026-27 State Budget,16,8,Budget,keyword_match,medium,merge_to_canonical,6786.0
223068,HAVP,3,0,,,,delete,
223069,Housing Access Voucher Program,1,2,Housing,keyword_match,medium,merge_to_canonical,7201.0
223077,2026-2027 state budget,25,11,Budget,keyword_match,medium,merge_to_canonical,6786.0
223083,911 operations,2,1,,,,delete,
223206,Funding for Senate District 4,2,0,,,,delete,
223211,Utility costs; affordability; ratepayers,8,2,Utilities,semicolon_first_term_keyword,medium,merge_to_canonical,7686.0
223215,Dunkirk Financial Problems,2,0,,,,delete,
223217,Maple Avenue Middle School,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
223243,#FAPA #foreclosure #CourtOfAppeal,1,2,Housing,keyword_match,medium,merge_to_canonical,7201.0
223244,Press Conference,6,0,,,,delete,
223255,Rest Act,1,1,,,,delete,
223265,2025 Legislative Survey,1,0,,,,delete,
223266,2026 Women of Distinction,60,0,Women of Distinction,keyword_match,medium,merge_to_canonical,8989.0
223274,international woman's day,1,0,,,,delete,
223356,Government Corruption,1,0,Ethics,keyword_match,medium,merge_to_canonical,7051.0
223360,#Rockaways #StopDrowning #Stakeholders #Community #Safety,1,4,,,,delete,
223361,NYCOM,1,0,,,,delete,
223386,#KnowYourRights #Immigration #ICE,4,26,Immigration,keyword_match,medium,merge_to_canonical,7221.0
223406,#WomenInMilitary #WomenMonth #CelebratingWomen,2,5,Veterans,keyword_match,medium,merge_to_canonical,7691.0
223412,New York State Thruway; Cashless Tolling; Transportation; E-ZPass,1,0,,,,delete,
223419,New York State Persistent Domestic Violence Offender Registry,1,1,Domestic Violence,keyword_match,medium,merge_to_canonical,6971.0
223421,Save NY; tax relief; spending cap,1,0,,,,delete,
223439,DMV; Transportation; Deed Fraud,1,0,Transportation,semicolon_first_term_keyword,medium,merge_to_canonical,7656.0
223462,college resource fair,1,0,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
223479,Scholarships,1,0,,,,delete,
223480,NYC Chancellor Samuels,1,0,,,,delete,
223489,2026-27 state budget; Medicaid spending,2,3,Budget,semicolon_first_term_keyword,medium,merge_to_canonical,6786.0
223495,Childhood Literacy,4,2,,,,delete,
223497,Veterans Advocacy,1,0,Veterans,keyword_match,medium,merge_to_canonical,7691.0
223499,Stillwater NY,1,0,,,,delete,
223503,Budget Hearing,1,0,Budget,keyword_match,medium,merge_to_canonical,6786.0
223504,2026-27 Budget,3,5,Budget,keyword_match,medium,merge_to_canonical,6786.0
223643,Black Puerto Rican Hispanic Asian Legislative Conference,1,0,,,,delete,
223644,Caucus Weekend 2026,4,0,,,,delete,
223688,infrastructure improvements,2,2,Infrastructure,keyword_match,medium,merge_to_canonical,4521.0
223691,2026 Veterans Hall of Fame,58,1,Veterans,keyword_match,medium,merge_to_canonical,7691.0
223780,city of buffalo,1,0,,,,delete,
223816,Schenectady County,4,0,,,,delete,
223823,Energy costs; Utilities: CLCPA; Green Energy; Affordability,14,6,Energy,semicolon_first_term_keyword,medium,merge_to_canonical,7026.0
223846,New York State Senate Educator Recognition Program Awards,2,0,,,,delete,
223852,2026 Veterans Hall of Fame; Women of Distinction,1,0,Veterans,semicolon_first_term_keyword,medium,merge_to_canonical,7691.0
223938,26 Federal Plaza,1,1,,,,delete,
223939,Congresswoman Nydia Velazquez,1,0,,,,delete,
223940,Mayor Zohran Mamdani,1,0,,,,delete,
223941,Foreign Affairs; Military Intervention; Venezuela,1,0,,,,delete,
223942,Environmental Justice; Bucks for Boilers Act; Climate Change,1,1,Environment,semicolon_first_term_keyword,medium,merge_to_canonical,7036.0
224086,Acupuncture,2,2,,,,delete,
224087,Assembly Member Kim,1,0,,,,delete,
224091,Assemblymember Burdick,1,0,,,,delete,
224092,Assemblymember Burdick,0,0,,,,delete,
224093,2026-27 State budget; local roads and bridges; CHIPS,1,6,Budget,semicolon_first_term_keyword,medium,merge_to_canonical,6786.0
224127,#legal #immigration #familylaw #realestate,1,7,Immigration,keyword_match,medium,merge_to_canonical,7221.0
224133,Annsville Circle,1,0,,,,delete,
224271,NYCPS,1,0,,,,delete,
224282,Shrub Oak,3,1,,,,delete,
224283,John C. Hart Memorial Library,1,0,Libraries,keyword_match,medium,merge_to_canonical,8131.0
224297,medical misconduct,1,1,,,,delete,
224313,2026-2027 New York State Budget,33,8,Budget,keyword_match,medium,merge_to_canonical,6786.0
224338,#FacialRecognition #Privacy #Innovation #Accountability,1,20,Ethics,keyword_match,medium,merge_to_canonical,7051.0
